"Log-ratio"	"p-value"	"minFDR"	"Gene Symbol"	"Gene"	"Measure"	"Description"
5.772250413894653	1.7626038819807364E-5	0.0014659941542358248	"CYP71A13"	"AT2G30770"	"AT2G30770"	"cytochrome P450, family 71, subfamily A, polypeptide 13 [Source:TAIR;Acc:AT2G30770]"
5.725115776062012	8.784425121651882E-4	0.006183426242687065	"GSTU3"	"AT2G29470"	"AT2G29470"	"Glutathione S-transferase U3 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW28]"
5.71853232383728	2.0146201786299933E-5	0.0014662344061394119	""	"AT5G38900"	"AT5G38900"	""
5.696395397186279	2.0001979211639798E-4	0.0026600711793690907	"CHI"	"AT2G43570"	"AT2G43570"	"chitinase, putative [Source:TAIR;Acc:AT2G43570]"
5.666885018348694	5.199467485074985E-5	0.001677879936966028	"BAP2"	"AT2G45760"	"AT2G45760"	"BON1-associated protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q58FX0]"
5.626477241516113	2.593338147107435E-6	0.0014354086645719016	"BCB"	"AT5G20230"	"AT5G20230"	"Blue copper protein [Source:UniProtKB/Swiss-Prot;Acc:Q07488]"
5.578896164894104	3.0301139342715192E-5	0.0015064463007036539	"CXE6"	"AT1G68620"	"AT1G68620"	"Probable carboxylesterase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SX25]"
5.566256403923035	1.1542252838678321E-4	0.002110091965842933	"ACA13"	"AT3G22910"	"AT3G22910"	"Putative calcium-transporting ATPase 13, plasma membrane-type [Source:UniProtKB/Swiss-Prot;Acc:Q9LIK7]"
5.551555633544922	1.1781656549266109E-4	0.002132537431782697	"PRXIIC"	"AT1G65970"	"AT1G65970"	"Peroxiredoxin-2C [Source:UniProtKB/Swiss-Prot;Acc:Q9SRZ4]"
5.542753458023071	9.331267051328394E-6	0.0014354086645719016	"VQ10"	"AT1G78410"	"AT1G78410"	"VQ motif-containing protein 10 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYI5]"
5.510769367218018	7.14129721502673E-5	0.001812413649266774	""	"AT1G53625"	"AT1G53625"	""
5.46153450012207	6.403419071960354E-4	0.00504327898215398	""	"AT3G28510"	"AT3G28510"	""
5.432425022125244	5.289191182480872E-5	0.001677879936966028	"TAT3"	"AT2G24850"	"AT2G24850"	"Probable aminotransferase TAT3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SK47]"
5.410545587539673	1.1584675183158873E-5	0.0014354086645719016	""	"AT1G65690"	"AT1G65690"	""
5.4083287715911865	1.325896199147995E-5	0.0014418470801535114	"F6'H1"	"AT3G13610"	"AT3G13610"	"Feruloyl CoA ortho-hydroxylase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LHN8]"
5.406116783618927	9.806688970903243E-7	0.0014354086645719016	"HAI1"	"AT5G59220"	"AT5G59220"	"Probable protein phosphatase 2C 78 [Source:UniProtKB/Swiss-Prot;Acc:Q9FIF5]"
5.396014213562012	1.311756985764879E-5	0.0014418470801535114	""	"AT3G18250"	"AT3G18250"	""
5.3819339871406555	4.0849788114979095E-5	0.0015673088050261917	"AOX3"	"AT1G32350"	"AT1G32350"	"Ubiquinol oxidase 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q8LEE7]"
5.381579160690308	2.734422904240179E-5	0.0015064463007036539	"MSRB8"	"AT4G21840"	"AT4G21840"	"Peptide methionine sulfoxide reductase B8 [Source:UniProtKB/Swiss-Prot;Acc:O49707]"
5.3781633377075195	1.3175769360071912E-5	0.0014418470801535114	"ZAT7"	"AT3G46090"	"AT3G46090"	"Zinc finger protein ZAT7 [Source:UniProtKB/Swiss-Prot;Acc:Q42453]"
5.349439740180969	6.798603716694954E-5	0.0017909080762958573	"FMO1"	"AT1G19250"	"AT1G19250"	"Probable flavin-containing monooxygenase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LMA1]"
5.340826869010925	1.518588507454228E-4	0.0023298307934575156	""	"AT1G56060"	"AT1G56060"	""
5.330991625785828	2.7544728881065207E-5	0.0015064463007036539	""	"AT1G05340"	"AT1G05340"	""
5.284585475921631	1.9376340882694636E-5	0.0014659941542358248	""	"AT1G57630"	"AT1G57630"	""
5.274906635284424	4.1703490670585804E-5	0.0015673088050261917	""	"AT3G11340"	"AT3G11340"	""
5.2745360136032104	1.0124604708343483E-4	0.0020059503887056352	"GPT2"	"AT1G61800"	"AT1G61800"	"Glucose-6-phosphate/phosphate translocator 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q94B38]"
5.243049621582031	3.3696540817288356E-4	0.0034753012369374806	"GSTU4"	"AT2G29460"	"AT2G29460"	"Glutathione S-transferase U4 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZW27]"
5.229217350482941	3.578093336514946E-5	0.001539605288429576	"PER58"	"AT5G19880"	"AT5G19880"	"Peroxidase 58 [Source:UniProtKB/Swiss-Prot;Acc:P59120]"
5.228671073913574	9.176385218179033E-6	0.0014354086645719016	"GSTL1"	"AT5G02780"	"AT5G02780"	"Glutathione S-transferase L1 [Source:UniProtKB/Swiss-Prot;Acc:Q6NLB0]"
5.201812744140625	7.00053354322927E-6	0.0014354086645719016	""	"AT1G13340"	"AT1G13340"	""
5.1955647468566895	7.095452223123189E-5	0.0018090417324493806	""	"AT1G54575"	"AT1G54575"	""
5.172677516937256	1.0891433402091421E-5	0.0014354086645719016	""	"AT2G18690"	"AT2G18690"	""
5.155297517776489	1.1877468332619362E-5	0.0014418470801535114	""	"AT1G21525"	"AT1G21525"	""
5.136338710784912	8.972484422396569E-5	0.0019389759948607059	"CYP71B15"	"AT3G26830"	"AT3G26830"	"Bifunctional dihydrocamalexate synthase/camalexin synthase [Source:UniProtKB/Swiss-Prot;Acc:Q9LW27]"
5.118382573127747	3.684140566058915E-5	0.0015519618584425136	""	"AT1G44130"	"AT1G44130"	""
5.095230340957642	1.6722431700929793E-4	0.0024365613973331155	"ALD1"	"AT2G13810"	"AT2G13810"	"Aminotransferase ALD1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZQI7]"
5.070313572883606	4.073217857179581E-6	0.0014354086645719016	""	"AT4G11655"	"AT4G11655"	""
5.063223600387573	2.666618462725349E-4	0.0030759495797719064	"SAP12"	"AT3G28210"	"AT3G28210"	"Zinc finger AN1 domain-containing stress-associated protein 12 [Source:UniProtKB/Swiss-Prot;Acc:Q67YE6]"
5.051333069801331	9.369327955486774E-6	0.0014354086645719016	"MPT2"	"AT3G48850"	"AT3G48850"	"Mitochondrial phosphate carrier protein 2, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q9M2Z8]"
5.047605752944946	1.6672144355844893E-5	0.0014659941542358248	""	"AT4G39670"	"AT4G39670"	""
5.037282943725586	1.8339476630409944E-6	0.0014354086645719016	"CML41"	"AT3G50770"	"AT3G50770"	"Probable calcium-binding protein CML41 [Source:UniProtKB/Swiss-Prot;Acc:Q8L3R2]"
5.03669548034668	2.4761851967636093E-4	0.002972403433420524	""	"AT5G24200"	"AT5G24200"	""
5.005868315696716	1.1064042031075388E-4	0.0020806268205503676	"CML40"	"AT3G01830"	"AT3G01830"	"Probable calcium-binding protein CML40 [Source:UniProtKB/Swiss-Prot;Acc:Q9SGI8]"
4.989656686782837	3.0084948258789957E-5	0.0015064463007036539	"CML37"	"AT5G42380"	"AT5G42380"	"Calcium-binding protein CML37 [Source:UniProtKB/Swiss-Prot;Acc:Q9FIH9]"
4.96872079372406	5.252128071626456E-6	0.0014354086645719016	"PXMT1"	"AT1G66700"	"AT1G66700"	"S-adenosyl-L-methionine-dependent methyltransferases superfamily protein [Source:TAIR;Acc:AT1G66700]"
4.9408078789711	1.9237335173651963E-4	0.0026112157020608947	""	"AT1G53620"	"AT1G53620"	""
4.9360703229904175	1.8415506115749507E-6	0.0014354086645719016	""	"AT5G24206"	"AT5G24206"	""
4.9158419370651245	1.441286691226439E-4	0.0022853181313631232	""	"AT1G36622"	"AT1G36622"	""
4.902099788188934	1.4248274777897275E-5	0.0014524675843761796	""	"AT5G39520"	"AT5G39520"	""
4.889426112174988	3.668214531915858E-4	0.003634728303509727	"DMP1"	"AT3G21520"	"AT3G21520"	"DUF679 domain membrane protein 1 [Source:TAIR;Acc:AT3G21520]"
4.860681533813477	1.3933867385232385E-5	0.0014418470801535114	"CML47"	"AT3G47480"	"AT3G47480"	"Probable calcium-binding protein CML47 [Source:UniProtKB/Swiss-Prot;Acc:Q9SN89]"
4.857568740844727	5.976013627769137E-5	0.001713758193787874	"AGP5"	"AT1G35230"	"AT1G35230"	"Classical arabinogalactan protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q8LCE4]"
4.85741126537323	8.139210281256495E-5	0.0018993200574391469	"SDR4"	"AT3G29250"	"AT3G29250"	"Short-chain dehydrogenase reductase 4 [Source:UniProtKB/Swiss-Prot;Acc:F4J2Z7]"
4.850583910942078	3.9909045389284325E-5	0.0015673088050261917	"ARI12"	"AT1G05880"	"AT1G05880"	"Probable E3 ubiquitin-protein ligase ARI12 [Source:UniProtKB/Swiss-Prot;Acc:Q84RQ9]"
4.847524404525757	1.5543613475455115E-5	0.0014659941542358248	"CBP60G"	"AT5G26920"	"AT5G26920"	"Calmodulin-binding protein 60 G [Source:UniProtKB/Swiss-Prot;Acc:F4K2R6]"
4.827025890350342	5.28023977703863E-5	0.001677879936966028	""	"AT4G23215"	"AT4G23215"	""
4.798377990722656	3.5498176575254425E-4	0.0035737333474839972	"CAX3"	"AT3G51860"	"AT3G51860"	"Vacuolar cation/proton exchanger 3 [Source:UniProtKB/Swiss-Prot;Acc:Q93Z81]"
4.789463520050049	6.754133757842795E-4	0.005207496511166022	"BG2"	"AT3G57260"	"AT3G57260"	"Glucan endo-1,3-beta-glucosidase, acidic isoform [Source:UniProtKB/Swiss-Prot;Acc:P33157]"
4.76942765712738	7.481553663865437E-5	0.0018491135100078115	"WRKY63"	"AT1G66600"	"AT1G66600"	"Probable WRKY transcription factor 63 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6H5]"
4.761566162109375	8.52892404490893E-5	0.0019088362544867955	"PR5"	"AT1G75040"	"AT1G75040"	"Pathogenesis-related protein 5 [Source:UniProtKB/Swiss-Prot;Acc:P28493]"
4.757029235363007	2.715259415974607E-4	0.00310716310159759	"GLP9"	"AT4G14630"	"AT4G14630"	"Germin-like protein subfamily 1 member 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9LEA7]"
4.754973411560059	4.0729351573930443E-4	0.003843738834602334	"AATP1"	"AT5G40010"	"AT5G40010"	"ADP,ATP carrier protein 1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q39002]"
4.754607439041138	0.00204026810709544	0.011230236890112546	""	"AT2G44240"	"AT2G44240"	""
4.728278875350952	5.942963565073999E-5	0.0017101673132898175	""	"AT3G26440"	"AT3G26440"	""
4.724300265312195	5.116214777502619E-6	0.0014354086645719016	"GSTU10"	"AT1G74590"	"AT1G74590"	"Glutathione S-transferase U10 [Source:UniProtKB/Swiss-Prot;Acc:Q9CA57]"
4.721230983734131	1.4972635183180318E-5	0.0014659941542358248	""	"AT1G43910"	"AT1G43910"	""
4.718715786933899	2.4905533006079454E-4	0.0029832030063320835	""	"AT1G51890"	"AT1G51890"	""
4.717894434928894	5.330672087891028E-6	0.0014354086645719016	""	"AT5G24205"	"AT5G24205"	""
4.71660453081131	1.46423885042588E-4	0.002301548642110453	""	"AT1G26390"	"AT1G26390"	""
4.7116623520851135	3.968465612461318E-5	0.0015673088050261917	""	"AT1G55790"	"AT1G55790"	""
4.709248781204224	2.788918185333539E-4	0.003139700023306403	"CRK7"	"AT4G23150"	"AT4G23150"	"CDPK-related kinase 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9LET1]"
4.708138704299927	3.72735089334195E-4	0.003666757250266913	"WAK3"	"AT1G21240"	"AT1G21240"	"Wall-associated receptor kinase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LMN8]"
4.695390105247498	8.602930905434407E-5	0.0019111697770786051	"CML19"	"AT4G37010"	"AT4G37010"	"Calcium-binding protein CML19 [Source:UniProtKB/Swiss-Prot;Acc:O23184]"
4.6749444007873535	5.472101574558334E-6	0.0014354086645719016	"SAG21"	"AT4G02380"	"AT4G02380"	"senescence-associated gene 21 [Source:TAIR;Acc:AT4G02380]"
4.672595977783203	1.9449773298270544E-5	0.0014659941542358248	"PER51"	"AT4G37530"	"AT4G37530"	"Peroxidase 51 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZE7]"
4.66670349240303	1.3964707574566355E-4	0.002260058040346162	""	"AT2G38240"	"AT2G38240"	""
4.663114786148071	2.0671010618484295E-5	0.001470151652864654	""	"AT5G46960"	"AT5G46960"	""
4.656122207641602	6.652573544277151E-7	0.0014354086645719016	"NAC019"	"AT1G52890"	"AT1G52890"	"NAC domain-containing protein 19 [Source:UniProtKB/Swiss-Prot;Acc:Q9C932]"
4.654991507530212	5.0986105029929504E-6	0.0014354086645719016	"NAC061"	"AT3G44350"	"AT3G44350"	"Putative NAC domain-containing protein 61 [Source:UniProtKB/Swiss-Prot;Acc:Q9M290]"
4.642665147781372	2.7593888173874482E-5	0.0015064463007036539	""	"AT4G01870"	"AT4G01870"	""
4.634711265563965	3.6588782347004044E-4	0.003627634615141969	"WRKY51"	"AT5G64810"	"AT5G64810"	"Probable WRKY transcription factor 51 [Source:UniProtKB/Swiss-Prot;Acc:Q93WU9]"
4.629361629486084	1.0642942231108209E-5	0.0014354086645719016	""	"AT3G15536"	"AT3G15536"	""
4.6266937255859375	4.7705615408096275E-6	0.0014354086645719016	"GH3.12"	"AT5G13320"	"AT5G13320"	"4-substituted benzoates-glutamate ligase GH3.12 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYU4]"
4.615582704544067	1.6276298324815339E-4	0.002408415138000984	"WRKY40"	"AT1G80840"	"AT1G80840"	"Probable WRKY transcription factor 40 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAH7]"
4.610409736633301	2.781771686899122E-5	0.0015064463007036539	"PUB54"	"AT1G01680"	"AT1G01680"	"U-box domain-containing protein 54 [Source:UniProtKB/Swiss-Prot;Acc:Q9LQ92]"
4.601810097694397	1.824488068688965E-4	0.0025459554402396307	""	"AT1G03660"	"AT1G03660"	""
4.558987140655518	2.2717096912468562E-5	0.001490898919816143	"TRX5"	"AT1G45145"	"AT1G45145"	"Thioredoxin H5 [Source:UniProtKB/Swiss-Prot;Acc:Q39241]"
4.557393789291382	8.411666893718348E-5	0.0019033665428904818	"FLOT2"	"AT5G25260"	"AT5G25260"	"Flotillin-like protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q4V3D6]"
4.553526163101196	2.4701349259871745E-5	0.001499592176022316	""	"AT3G13950"	"AT3G13950"	""
4.553133249282837	2.6277785197857114E-4	0.003066092815958196	""	"AT5G17760"	"AT5G17760"	""
4.550055980682373	1.3118356895467082E-6	0.0014354086645719016	"CML45"	"AT5G39670"	"AT5G39670"	"Probable calcium-binding protein CML45 [Source:UniProtKB/Swiss-Prot;Acc:Q93Z27]"
4.548503994941711	2.1372214235082956E-5	0.0014812711565824095	""	"AT4G15610"	"AT4G15610"	""
4.543963313102722	2.5231071812647774E-5	0.0015064463007036539	"UGT73D1"	"AT3G53150"	"AT3G53150"	"UDP-glycosyltransferase 73D1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCP6]"
4.536137580871582	5.593901938996193E-5	0.0016869284553228065	"KOR2"	"AT1G65610"	"AT1G65610"	"Endoglucanase 7 [Source:UniProtKB/Swiss-Prot;Acc:O04478]"
4.533031225204468	1.3709415125747997E-4	0.0022469958594195237	"ZAT12"	"AT5G59820"	"AT5G59820"	"Zinc finger protein ZAT12 [Source:UniProtKB/Swiss-Prot;Acc:Q42410]"
4.5194873213768005	1.3448224161191552E-5	0.0014418470801535114	"ANAC087"	"AT5G18270"	"AT5G18270"	"Arabidopsis NAC domain containing protein 87 [Source:TAIR;Acc:AT5G18270]"
4.504292964935303	5.674012225262895E-6	0.0014354086645719016	"VQ22"	"AT3G22160"	"AT3G22160"	"VQ motif-containing protein 22 [Source:UniProtKB/Swiss-Prot;Acc:Q9LIE6]"
4.498857021331787	8.368857971872875E-5	0.0019033665428904818	"SBT3.3"	"AT1G32960"	"AT1G32960"	"Subtilisin-like protease SBT3.3 [Source:UniProtKB/Swiss-Prot;Acc:Q9MAP5]"
4.493771076202393	9.256508428744466E-5	0.0019534808763207842	"PCR2"	"AT1G14870"	"AT1G14870"	"Protein PLANT CADMIUM RESISTANCE 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LQU4]"
4.480161190032959	4.593438210013936E-4	0.004125798961517369	"MDHAR"	"AT3G09940"	"AT3G09940"	"Probable monodehydroascorbate reductase, cytoplasmic isoform 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SR59]"
4.477242946624756	5.616637854292134E-7	0.0014354086645719016	"WRKY8"	"AT5G46350"	"AT5G46350"	"Probable WRKY transcription factor 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9FL26]"
4.4762309193611145	1.158733999849478E-5	0.0014354086645719016	"AKR4C9"	"AT2G37770"	"AT2G37770"	"Aldo-keto reductase family 4 member C9 [Source:UniProtKB/Swiss-Prot;Acc:Q0PGJ6]"
4.471915006637573	2.8105184146772275E-6	0.0014354086645719016	""	"AT3G21080"	"AT3G21080"	""
4.462813436985016	7.132078162956308E-5	0.001812413649266774	"anac047"	"AT3G04070"	"AT3G04070"	"NAC domain containing protein 47 [Source:TAIR;Acc:AT3G04070]"
4.4518963098526	3.910375484553688E-5	0.0015673088050261917	""	"AT5G08240"	"AT5G08240"	""
4.449343323707581	0.001171846444517013	0.007526538134060723	""	"AT1G10585"	"AT1G10585"	""
4.448031395673752	5.520152659651215E-5	0.0016860499273836614	"NIT2"	"AT3G44300"	"AT3G44300"	"Nitrilase 2 [Source:UniProtKB/Swiss-Prot;Acc:P32962]"
4.447810590267181	4.951148391577684E-6	0.0014354086645719016	""	"AT5G59490"	"AT5G59490"	""
4.44294011592865	8.054636913623461E-5	0.001895513177066911	""	"AT5G44990"	"AT5G44990"	""
4.4422101974487305	4.257336518286713E-6	0.0014354086645719016	"PARG2"	"AT2G31865"	"AT2G31865"	"Probable poly(ADP-ribose) glycohydrolase 2 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYA1]"
4.432300090789795	3.368738227845974E-5	0.00152916259530016	"HR4"	"AT3G50480"	"AT3G50480"	"RPW8-like protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9SCS6]"
4.431374549865723	6.445599667708655E-6	0.0014354086645719016	""	"AT5G52760"	"AT5G52760"	""
4.41477370262146	4.2774540120892794E-4	0.00395388627031487	"JUB1"	"AT2G43000"	"AT2G43000"	"Transcription factor JUNGBRUNNEN 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SK55]"
4.41252326965332	1.2445348751136665E-4	0.002182479676255341	"PCR1"	"AT1G14880"	"AT1G14880"	"Protein PLANT CADMIUM RESISTANCE 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LQU2]"
4.404980659484863	2.1605873034785807E-6	0.0014354086645719016	"LBD1"	"AT1G07900"	"AT1G07900"	"LOB domain-containing protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LQR0]"
4.404772162437439	3.0510219557034696E-6	0.0014354086645719016	""	"AT2G32190"	"AT2G32190"	""
4.397645950317383	1.2169613232634602E-6	0.0014354086645719016	""	"AT2G18680"	"AT2G18680"	""
4.390148162841797	2.6340522546190677E-4	0.003066507930309432	"PER52"	"AT5G05340"	"AT5G05340"	"Peroxidase 52 [Source:UniProtKB/Swiss-Prot;Acc:Q9FLC0]"
4.386607050895691	7.004460290226009E-4	0.005324124777627766	""	"AT5G03210"	"AT5G03210"	""
4.371506452560425	2.472074591110358E-5	0.001499592176022316	"CRK13"	"AT4G23210"	"AT4G23210"	"Cysteine-rich receptor-like protein kinase 13 [Source:UniProtKB/Swiss-Prot;Acc:Q0PW40]"
4.365545272827148	1.5749410265747584E-5	0.0014659941542358248	"EGC2"	"AT2G18660"	"AT2G18660"	"EG45-like domain containing protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZV52]"
4.363487958908081	2.2702247094342328E-6	0.0014354086645719016	"WRKY53"	"AT4G23810"	"AT4G23810"	"Probable WRKY transcription factor 53 [Source:UniProtKB/Swiss-Prot;Acc:Q9SUP6]"
4.3621861934661865	4.7397550005968206E-5	0.0016249265008733318	"NUDT5"	"AT2G04430"	"AT2G04430"	"Nudix hydrolase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJC6]"
4.357266902923584	5.376067348472439E-4	0.004505701515421204	""	"AT4G10500"	"AT4G10500"	""
4.356974005699158	2.7952727710071214E-5	0.0015064463007036539	"AOC3"	"AT3G25780"	"AT3G25780"	"Allene oxide cyclase 3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9LS01]"
4.351743221282959	2.7662823599050447E-5	0.0015064463007036539	"GLR1.2"	"AT5G48400"	"AT5G48400"	"Glutamate receptor 1.2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LV72]"
4.322144031524658	5.2156777650138105E-6	0.0014354086645719016	"UGT85A1"	"AT1G22400"	"AT1G22400"	"UDP-glycosyltransferase 85A1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SK82]"
4.304081737995148	1.136692790418733E-5	0.0014354086645719016	""	"AT1G33030"	"AT1G33030"	""
4.302383899688721	5.665318280932169E-5	0.0016921094033744263	"BGLU25"	"AT3G03640"	"AT3G03640"	"Probable inactive beta-glucosidase 25 [Source:UniProtKB/Swiss-Prot;Acc:O82772]"
4.2816548347473145	2.0039156712856043E-5	0.0014662344061394119	"ILL4"	"AT1G51760"	"AT1G51760"	"IAA-amino acid hydrolase ILR1-like 4 [Source:UniProtKB/Swiss-Prot;Acc:O04373]"
4.260711193084717	1.2764921363720343E-5	0.0014418470801535114	"CPK29"	"AT1G76040"	"AT1G76040"	"calcium-dependent protein kinase 29 [Source:TAIR;Acc:AT1G76040]"
4.248297899961472	1.5948702451138856E-4	0.0023872136592102034	""	"AT1G76470"	"AT1G76470"	""
4.242764711380005	1.0462572048111622E-4	0.0020329113023861436	"SBT3.5"	"AT1G32940"	"AT1G32940"	"Subtilisin-like protease SBT3.5 [Source:UniProtKB/Swiss-Prot;Acc:Q9MAP7]"
4.242207467556	9.400707742126247E-5	0.0019661252513683905	""	"AT5G45630"	"AT5G45630"	""
4.238847494125366	1.0107908197103589E-4	0.0020059503887056352	"GRXS13"	"AT1G03850"	"AT1G03850"	"Monothiol glutaredoxin-S13 [Source:UniProtKB/Swiss-Prot;Acc:Q84TF4]"
4.230347394943237	4.677898010336621E-5	0.0016153533201911628	"BAP1"	"AT3G61190"	"AT3G61190"	"BON1-associated protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q941L2]"
4.211873412132263	3.4107021989408494E-5	0.00152916259530016	""	"AT1G02470"	"AT1G02470"	""
4.206557512283325	1.2291318189624942E-5	0.0014418470801535114	"CRK37"	"AT4G04500"	"AT4G04500"	"Cysteine-rich receptor-like protein kinase 37 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEC7]"
4.193912506103516	4.064042942165873E-5	0.0015673088050261917	"GSTF6"	"AT1G02930"	"AT1G02930"	"Glutathione S-transferase F6 [Source:UniProtKB/Swiss-Prot;Acc:P42760]"
4.1919795870780945	3.330310769116405E-4	0.0034507445820667277	""	"AT2G37750"	"AT2G37750"	""
4.1872782707214355	8.64135276528309E-6	0.0014354086645719016	""	"AT3G60966"	"AT3G60966"	""
4.183682918548584	3.25715628087477E-6	0.0014354086645719016	"AtMYB50"	"AT1G57560"	"AT1G57560"	"myb domain protein 50 [Source:TAIR;Acc:AT1G57560]"
4.177439570426941	5.037847359957654E-6	0.0014354086645719016	""	"AT2G41380"	"AT2G41380"	""
4.1771721839904785	9.553520718286716E-6	0.0014354086645719016	""	"AT3G60420"	"AT3G60420"	""
4.172827959060669	1.360771302509792E-4	0.0022381531151793583	"CAD1"	"AT1G72680"	"AT1G72680"	"Probable cinnamyl alcohol dehydrogenase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9CAI3]"
4.172360897064209	2.8233402664404548E-5	0.0015064463007036539	"SYP122"	"AT3G52400"	"AT3G52400"	"Syntaxin-122 [Source:UniProtKB/Swiss-Prot;Acc:Q9SVC2]"
4.164304494857788	1.9526237819806158E-5	0.0014659941542358248	"SAL2"	"AT5G64000"	"AT5G64000"	"SAL2 phosphatase [Source:UniProtKB/Swiss-Prot;Acc:O49623]"
4.163677930831909	1.747334701280178E-4	0.0024935449109552204	"GES"	"AT1G61120"	"AT1G61120"	"(E,E)-geranyllinalool synthase [Source:UniProtKB/Swiss-Prot;Acc:Q93YV0]"
4.162803053855896	5.282474680632492E-5	0.001677879936966028	"AtRLP11"	"AT1G71390"	"AT1G71390"	"receptor like protein 11 [Source:TAIR;Acc:AT1G71390]"
